Date,Area,Title,Type,Bedroom,Size,Price
 2 Bathrooms , Saujana ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 129 000 
"  Today, 01:18   Puchong   ", Klang ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  ,"
Apartments
","
3 Bedrooms
","1016 sq.ft
", RM 135 000 
 Apartments , Batu Caves ,  Bayu Puteri Apartment Nice Unit  ,"
Apartments
","
4 Bedrooms
","800 sq.ft
", RM 420 000 
750 sq.ft, Shah Alam ,  Apartment termurah cheras  , Apartments , 2 Bedrooms ,516 sq.ft, RM 155 000 
 3 Bedrooms , Bangi ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,700 sq.ft, RM 250 000 
 2 Bathrooms , Damansara Damai ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,850 sq.ft, RM 170 000 
"  Today, 00:50   Damansara Perdana   ", USJ ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 463 950 
 Apartments , Kelana Jaya ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 265 000 
2005 sq.ft, Kelana Jaya ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 490 000 
 4 Bedrooms , Puchong ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,750 sq.ft, RM 245 000 
 4 Bathrooms , Bangi ,"  Metropolitan square condo damansara perdana,  ", Apartments , 4 Bedrooms ,2005 sq.ft, RM 900 000 
"  Today, 00:20   Puchong   ", Ara Damansara ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,780 sq.ft, RM 180 000 
 Apartments , Seri Kembangan ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,753 sq.ft, RM 285 000 
780 sq.ft, Bangi ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,882 sq.ft, RM 363 240 
 3 Bedrooms , Bangi ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,663 sq.ft, RM 236 000 
 2 Bathrooms , Klang ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 2 Bedrooms ,665 sq.ft, RM 247 000 
"  Today, 00:20   Kota Kemuning   ", Seri Kembangan ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,850 sq.ft, RM 235 000 
 Apartments , Seri Kembangan ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,980 sq.ft, RM 300 000 
753 sq.ft, Bandar Utama ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,700 sq.ft, RM 200 000 
 3 Bedrooms , Selayang ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 490 000 
 2 Bathrooms , Serdang ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,817 sq.ft, RM 399 999 
"  Today, 00:10   Ampang   ", Damansara Damai ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,855 sq.ft, RM 350 000 
 Apartments , Damansara Damai ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,1200 sq.ft, RM 90 000 
882 sq.ft, Balakong ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,816 sq.ft, RM 240 000 
 3 Bedrooms , Ulu Klang ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 1 Bedroom ,450 sq.ft, RM 300 000 
 2 Bathrooms , Ampang ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 310 000 
"  Today, 00:05   Sepang   ", Gombak ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,750 sq.ft, RM 195 000 
 Apartments , Puchong ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 2 Bedrooms ,615 sq.ft, RM 35 500 
663 sq.ft, Damansara Perdana ,  Service Apartment Kelana Jaya  , Apartments , 2 Bedrooms ,753 sq.ft, RM 680 000 
 3 Bedrooms , Puchong ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,753 sq.ft, RM 580 000 
 2 Bathrooms , Kota Kemuning ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,689 sq.ft, RM 153 000 
"  Today, 00:05   Cyberjaya   ", Ampang ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,652 sq.ft, RM 100 000 
 Apartments , Sepang ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,940 sq.ft, RM 408 000 
665 sq.ft, Cyberjaya ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,900 sq.ft, RM 420 000 
 2 Bedrooms , Puchong ,  End lot apt sri tanjung bangi  , Apartments , 4 Bedrooms ,800 sq.ft, RM 190 000 
 2 Bathrooms , Shah Alam ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,864 sq.ft, RM 245 000 
"  Yesterday, 23:45   Puchong   ", Shah Alam ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,857 sq.ft, RM 116 700 
 Apartments , Shah Alam ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,720 sq.ft, RM 150 000 
850 sq.ft, Cyberjaya ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 4 Bedrooms ,864 sq.ft, RM 280 000 
 3 Bedrooms , Saujana ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 4 Bedrooms ,1423 sq.ft, RM 800 000 
 2 Bathrooms , Klang ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 2 Bedrooms ,487 sq.ft, RM 129 000 
"  Yesterday, 23:45   Shah Alam   ", Batu Caves ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,720 sq.ft, RM 135 000 
 Apartments , Shah Alam ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,850 sq.ft, RM 420 000 
980 sq.ft, Bangi ,  Apartment termurah cheras  ,"
Apartments
","
3 Bedrooms
","850 sq.ft
", RM 155 000 
 3 Bedrooms , Damansara Damai ,  Saujana apartment damansara damai  ,"
Apartments
","
3 Bedrooms
","1027 sq.ft
", RM 250 000 
 2 Bathrooms , USJ ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 2 Bedrooms ,516 sq.ft, RM 170 000 
"  Yesterday, 23:45   Shah Alam   ", Kelana Jaya ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,700 sq.ft, RM 463 950 
 Apartments , Kelana Jaya ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 265 000 
700 sq.ft, Puchong ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 490 000 
 3 Bedrooms , Bangi ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,850 sq.ft, RM 245 000 
 2 Bathrooms , Ara Damansara ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,1130 sq.ft, RM 900 000 
"  Yesterday, 23:10   Shah Alam   ", Seri Kembangan ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,750 sq.ft, RM 180 000 
 Apartments , Bangi ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 285 000 
1913 sq.ft, Bangi ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,780 sq.ft, RM 363 240 
 4 Bedrooms , Klang ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,753 sq.ft, RM 236 000 
 4 Bathrooms , Seri Kembangan ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,882 sq.ft, RM 247 000 
"  Yesterday, 23:09   Cyberjaya   ", Seri Kembangan ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,663 sq.ft, RM 235 000 
 Apartments , Bandar Utama ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 2 Bedrooms ,665 sq.ft, RM 300 000 
817 sq.ft, Selayang ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,850 sq.ft, RM 200 000 
 3 Bedrooms , Serdang ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,980 sq.ft, RM 490 000 
 2 Bathrooms , Damansara Damai ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,700 sq.ft, RM 399 999 
"  Yesterday, 23:01   Saujana   ", Damansara Damai ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 350 000 
 Apartments , Balakong ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,817 sq.ft, RM 90 000 
855 sq.ft, Ulu Klang ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,855 sq.ft, RM 240 000 
 3 Bedrooms , Ampang ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 300 000 
 2 Bathrooms , Gombak ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,816 sq.ft, RM 310 000 
"  Yesterday, 22:45   Klang   ", Puchong ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 1 Bedroom ,450 sq.ft, RM 195 000 
 Apartments , Damansara Perdana ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,1070 sq.ft, RM 35 500 
1200 sq.ft, Puchong ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,750 sq.ft, RM 680 000 
 3 Bedrooms , Kota Kemuning ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 2 Bedrooms ,615 sq.ft, RM 580 000 
 2 Bathrooms , Ampang ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 2 Bedrooms ,753 sq.ft, RM 153 000 
"  Yesterday, 22:45   Batu Caves   ", Sepang ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,753 sq.ft, RM 100 000 
 Apartments , Cyberjaya ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,689 sq.ft, RM 408 000 
816 sq.ft, Puchong ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,652 sq.ft,  RM 420 000 
 3 Bedrooms , Shah Alam ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,940 sq.ft, RM 190 000 
 2 Bathrooms , Shah Alam ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,900 sq.ft, RM 245 000 
"  Yesterday, 22:34   Shah Alam   ", Shah Alam ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 4 Bedrooms ,800 sq.ft, RM 116 700 
 Apartments , Cyberjaya ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,864 sq.ft, RM 150 000 
450 sq.ft, Saujana ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,857 sq.ft, RM 280 000 
 1 Bedroom , Klang ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,720 sq.ft, RM 800 000 
 1 Bathroom , Batu Caves ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 4 Bedrooms ,864 sq.ft, RM 129 000 
"  Yesterday, 22:25   Bangi   ", Shah Alam ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 135 000 
 Apartments , Bangi ,  Bayu Puteri Apartment Nice Unit  , Apartments , 2 Bedrooms ,487 sq.ft, RM 420 000 
1070 sq.ft, Damansara Damai ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,720 sq.ft, RM 155 000 
 3 Bedrooms , USJ ,  Saujana apartment damansara damai  , Apartments , 3 Bedrooms ,850 sq.ft, RM 250 000 
 2 Bathrooms , Kelana Jaya ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  ,"
Apartments
","
3 Bedrooms
","850 sq.ft
", RM 170 000 
"  Yesterday, 22:24   Damansara Damai   ", Kelana Jaya ,  Residensi Permata Melawati  ,"
Apartments
","
3 Bedrooms
","1056 sq.ft
", RM 463 950 
 Apartments , Puchong ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 2 Bedrooms ,516 sq.ft, RM 265 000 
750 sq.ft, Bangi ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  , Apartments , 3 Bedrooms ,700 sq.ft, RM 490 000 
 3 Bedrooms , Ara Damansara ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 3 Bedrooms ,850 sq.ft, RM 245 000 
 2 Bathrooms , Seri Kembangan ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,1000 sq.ft, RM 900 000 
"  Yesterday, 22:21   USJ   ", Bangi ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,850 sq.ft, RM 180 000 
 Apartments , Bangi ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 285 000 
615 sq.ft, Klang ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,750 sq.ft, RM 363 240 
 2 Bedrooms , Seri Kembangan ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 236 000 
 1 Bathroom , Seri Kembangan ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,780 sq.ft, RM 247 000 
"  Yesterday, 22:15   Kelana Jaya   ", Bandar Utama ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 3 Bedrooms ,753 sq.ft, RM 235 000 
 Apartments , Selayang ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,882 sq.ft, RM 300 000 
753 sq.ft, Serdang ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,663 sq.ft, RM 200 000 
 2 Bedrooms , Damansara Damai ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 2 Bedrooms ,665 sq.ft, RM 490 000 
 1 Bathroom , Damansara Damai ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,850 sq.ft, RM 399 999 
"  Yesterday, 22:10   Kelana Jaya   ", Balakong ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 3 Bedrooms ,980 sq.ft, RM 350 000 
 Apartments , Ulu Klang ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,700 sq.ft, RM 90 000 
753 sq.ft, Ampang ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 240 000 
 3 Bedrooms , Gombak ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,817 sq.ft, RM 300 000 
 2 Bathrooms , Puchong ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 3 Bedrooms ,855 sq.ft, RM 310 000 
"  Yesterday, 21:55   Puchong   ", Damansara Perdana ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 195 000 
 Apartments , Puchong ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,816 sq.ft, RM 35 500 
689 sq.ft, Kota Kemuning ,  Service Apartment Kelana Jaya  , Apartments , 1 Bedroom ,450 sq.ft, RM 680 000 
 3 Bedrooms , Ampang ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 580 000 
 2 Bathrooms , Sepang ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 3 Bedrooms ,750 sq.ft, RM 153 000 
"  Yesterday, 21:55   Bangi   ", Cyberjaya ,  Apartment dahlia bandar seri putra  , Apartments , 2 Bedrooms ,615 sq.ft, RM 100 000 
 Apartments , Puchong ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 2 Bedrooms ,753 sq.ft, RM 408 000 
652 sq.ft, Shah Alam ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 3 Bedrooms ,753 sq.ft, RM 420 000 
 3 Bedrooms , Shah Alam ,  End lot apt sri tanjung bangi  , Apartments , 3 Bedrooms ,689 sq.ft, RM 190 000 
 2 Bathrooms , Shah Alam ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,652 sq.ft, RM 245 000 
"  Yesterday, 21:40   Ara Damansara   ", Cyberjaya ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,940 sq.ft, RM 116 700 
 Apartments , Saujana ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,900 sq.ft, RM 150 000 
940 sq.ft, Klang ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 4 Bedrooms ,800 sq.ft, RM 280 000 
 3 Bedrooms , Batu Caves ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,864 sq.ft, RM 800 000 
 2 Bathrooms , Shah Alam ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 3 Bedrooms ,857 sq.ft, RM 129 000 
"  Yesterday, 21:30   Seri Kembangan   ", Bangi ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,720 sq.ft, RM 135 000 
 Apartments , Damansara Damai ,  Bayu Puteri Apartment Nice Unit  , Apartments , 4 Bedrooms ,864 sq.ft, RM 420 000 
900 sq.ft, USJ ,  Apartment termurah cheras  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 155 000 
 3 Bedrooms , Kelana Jaya ,  Saujana apartment damansara damai  , Apartments , 2 Bedrooms ,487 sq.ft, RM 250 000 
 2 Bathrooms , Kelana Jaya ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 3 Bedrooms ,720 sq.ft, RM 170 000 
"  Yesterday, 21:25   Bangi   ", Puchong ,  Residensi Permata Melawati  , Apartments , 3 Bedrooms ,850 sq.ft, RM 463 950 
 Apartments , Bangi ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ","
Apartments
","
3 Bedrooms
","962 sq.ft
", RM 265 000 
800 sq.ft, Ara Damansara ,  PANORAMA SENTUL RESIDEN. Tmn Bullion Batu Caves Gombak  ,"
Apartments
","
3 Bedrooms
","750 sq.ft
", RM 490 000 
 4 Bedrooms , Seri Kembangan ,  [FREEHOLD LEVEL 1] ORCHID APARTMENT PUCHONG PRIMA 4 min walking to LRT  , Apartments , 2 Bedrooms ,516 sq.ft, RM 245 000 
 2 Bathrooms , Bangi ,"  Metropolitan square condo damansara perdana,  ", Apartments , 3 Bedrooms ,700 sq.ft, RM 900 000 
"  Yesterday, 21:05   Bangi   ", Bangi ,  [NON BUMI TENANTED] Apartment Penaga Mas Puchong Near LRT For Sale  , Apartments , 3 Bedrooms ,850 sq.ft, RM 180 000 
 Apartments , Klang ,  [FREEHOLD GROUND FLOOR] Pangsapuri Sri Kemuning Kota Kemuning S Alam  , Apartments , 3 Bedrooms ,1000 sq.ft, RM 285 000 
864 sq.ft, Seri Kembangan ,  Casamas Court !!! Ukay Bistari 0% Deposit !!! 90% Completed  , Apartments , 3 Bedrooms ,850 sq.ft, RM 363 240 
 3 Bedrooms , Seri Kembangan ,  Hot Selling Fast Condo at Sepang ! Fast Contact me NOW!  , Apartments , 3 Bedrooms ,1130 sq.ft, RM 236 000 
 2 Bathrooms , Bandar Utama ,  High Rental and High Capital Gain at Cyberjaya! Grad it Now!  , Apartments , 3 Bedrooms ,750 sq.ft, RM 247 000 
"  Yesterday, 21:00   Klang   ", Selayang ,  [MEDIUM COST BELOW MV CORNER] Apartment Puchong Permata 1  , Apartments , 4 Bedrooms ,2005 sq.ft, RM 235 000 
 Apartments , Serdang ,  [HOT AREA NICE DECORATION] Condominium Prima U1 Shah Alam  , Apartments , 3 Bedrooms ,780 sq.ft, RM 300 000 
857 sq.ft, Damansara Damai ,  [ 700SQFT LEVEL 1 ] Flat PKNS Seksyen 16 Shah Alam  , Apartments , 3 Bedrooms ,753 sq.ft, RM 200 000 
 3 Bedrooms , Damansara Damai ,  Duplex Townhouse Sri Mahligai Seksyen 9 Shah Alam  , Apartments , 3 Bedrooms ,882 sq.ft, RM 490 000 
 2 Bathrooms , Balakong ,  New Condo With Promotion in Putrajaya (7 Unit Left)  , Apartments , 3 Bedrooms ,663 sq.ft, RM 399 999 
"  Yesterday, 21:00   Seri Kembangan   ", Ulu Klang ,  (7 Unit Left With Promotion) New Condo in Damansara Damai  , Apartments , 2 Bedrooms ,665 sq.ft, RM 350 000 
 Apartments , Ampang ,"  Taman Sri Sentosa, Jalan Bendahara, Freehold, Level 3  ", Apartments , 3 Bedrooms ,850 sq.ft, RM 90 000 
720 sq.ft, Gombak ,  SKIM 1st HOME FULLOAN Sri Gotong Banjaria [ BULANAN 1K+- ]  , Apartments , 3 Bedrooms ,980 sq.ft, RM 240 000 
 3 Bedrooms , Puchong ,  BELOW MARKET VALUE APPARTMENT menara u2 sebelah Aeon Shah Alam  , Apartments , 3 Bedrooms ,700 sq.ft, RM 300 000 
 2 Bathrooms , Damansara Perdana ,  FREEHOLD Kondominium Pelangi Sg Merab Bangi  , Apartments , 4 Bedrooms ,1913 sq.ft, RM 310 000 
"  Yesterday, 21:00   Seri Kembangan   ", Puchong ,  STRATA O DEPO Bayu Saujana Indah Condo | PRIMA Damansara  , Apartments , 3 Bedrooms ,817 sq.ft, RM 195 000 
 Apartments , Kota Kemuning ,"  For Sale= Main Place Residence USJ, Beside LRT Below Market Price!!!!  ", Apartments , 3 Bedrooms ,855 sq.ft, RM 35 500 
864 sq.ft, Ampang ,  Service Apartment Kelana Jaya  , Apartments , 3 Bedrooms ,1200 sq.ft, RM 680 000 
 4 Bedrooms , Sepang ,  First Sky Facilities in PJ Fully Furnished Package  , Apartments , 3 Bedrooms ,816 sq.ft, RM 580 000 
 2 Bathrooms , Cyberjaya ,"  【2nd Floor】[FULL LOAN] Sri Dahlia Apartment, Bandar Puteri Puchong  ", Apartments , 1 Bedroom ,450 sq.ft, RM 153 000 
"  Yesterday, 20:44   Bandar Utama   ", Puchong ,  Apartment dahlia bandar seri putra  , Apartments , 3 Bedrooms ,1070 sq.ft, RM 100 000 
 Apartments , Shah Alam ,  Lily Apartment in Taman Mayang Jaya  , Apartments , 3 Bedrooms ,750 sq.ft, RM 408 000 
1423 sq.ft, Shah Alam ,  The Sanderson Suites Bukit Serdang 3r2b For SALE !!!!  , Apartments , 2 Bedrooms ,615 sq.ft, RM 420 000 
 4 Bedrooms , Shah Alam ,  End lot apt sri tanjung bangi  , Apartments , 2 Bedrooms ,753 sq.ft, RM 190 000 
 4 Bathrooms , Cyberjaya ,  Renovated ground floor apartment  , Apartments , 3 Bedrooms ,753 sq.ft, RM 245 000 
"  Yesterday, 20:24   Selayang   ", Saujana ,"  Below Market 27% | Pangsapuri Impian Meru, Meru Klang | 857sf Freehold  ", Apartments , 3 Bedrooms ,689 sq.ft, RM 116 700 
 Apartments , Klang ,"  Pangsapuri Ruselia , Equine, putrajaya , Seri Kembangan, puchong MRT  ", Apartments , 3 Bedrooms ,652 sq.ft, RM 150 000 
487 sq.ft, Batu Caves ,"  Ground floor putra indah ,fully reno ,seri kembangan equine,putrajaya  ", Apartments , 3 Bedrooms ,940 sq.ft, RM 280 000 
 2 Bedrooms , Shah Alam ,"  Glomac Centro,One Utama,Kota Damansara,Damansara Perdana  ", Apartments , 3 Bedrooms ,900 sq.ft, RM 800 000 
 1 Bathroom , Bangi ,"  APARTMENT FOR SALE at JULIA BANDAR BARU SELAYANG, SELANGOR  ", Apartments , 4 Bedrooms ,800 sq.ft, RM 129 000 
"  Yesterday, 19:50   Serdang   ", Damansara Damai ,  (Full Loan)* Serdang Perdana Apartment Seri Kembangan  , Apartments , 3 Bedrooms ,864 sq.ft, RM 135 000 
 Apartments , USJ ,  Bayu Puteri Apartment Nice Unit  , Apartments , 3 Bedrooms ,857 sq.ft, RM 420 000 
720 sq.ft, Kelana Jaya ,  Apartment termurah cheras  , Apartments , 3 Bedrooms ,720 sq.ft, RM 155 000 
 3 Bedrooms , Kelana Jaya ,  Saujana apartment damansara damai  , Apartments , 4 Bedrooms ,864 sq.ft, RM 250 000 
 1 Bathroom , Puchong ,  [Ready Tenant Rent RM1300 Sublet] Seri Jasa Apartment walk The Mines  , Apartments , 4 Bedrooms ,1423 sq.ft, RM 170 000 
"  Yesterday, 19:47   Tropicana   ", Bangi ,  Residensi Permata Melawati  , Apartments , 2 Bedrooms ,487 sq.ft, RM 463 950 
 Apartments , Ara Damansara ,"  For sale (1st floor) SRI WIRA APARTMENT ,UKAY PERDANA, AMPANG  ", Apartments , 3 Bedrooms ,720 sq.ft, RM 265 000 
